filename,subregion_time,skip_time,num_makeup_region,num_subregion_with_annot,total_listen_time,num_extra_region,silence_time,num_surplus_region,surplus_time,makeup_time,extra_time,skip_silence_overlap_hour,end_time,silence_raw_hour,subregion_raw_hour,num_raw_subregion,subregions,positions,ranks,annotation_counts_raw,removals
25_07_sparse_code.cha,0,0,0,0,27826670,0,13564260,0,0,0,0,0.0,41390930,3.77,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
25_08_sparse_code.cha,10800000,865280,1,3,10876540,0,0,0,0,941820,0,0.0,24000000,0.0,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '3', '1', '5', '2']","[40, 9, 11, 1, 0]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', 'Subregion removed for not having any annotations']"
25_09_sparse_code.cha,14399000,1012080,2,4,14612460,0,991860,0,0,2217400,0,0.0,42845240,3.2,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '5', '1', '4', '2']","[36, 27, 36, 53, 48]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
25_10_sparse_code.cha,10800000,0,1,3,10801250,0,0,0,0,1250,0,0.0,46080740,1.3,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '5', '1', '3', '4']","[38, 1, 4, 42, 0]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', 'Subregion removed for not having any annotations']"
25_11_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,42153490,1.78,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']","[0, 75, 23, 25, 27]","['Subregion removed for not having any annotations', '', '', '', '']"
25_12_sparse_code.cha,17999990,0,0,5,14601670,2,3866530,0,0,0,468210,0.0,37015430,4.51,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '4', '3', '1', '5']","[40, 4, 6, 8, 9]","['', '', '', '', '']"
25_13_sparse_code.cha,14400000,724910,1,4,14530020,0,636690,0,0,1491620,0,0.0,46201550,2.47,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['2', '5', '1', '4', '3']","[49, 20, 67, 26, 80]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
25_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,40839050,2.17,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '3', '2', '1', '4']","[0, 90, 76, 66, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
25_15_sparse_code.cha,10800000,0,0,3,10594030,0,205970,0,0,0,0,0.0,36535930,2.02,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '2', '3', '4', '1']","[0, 10, 5, 0, 12]","['Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations', '']"
25_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,44354740,2.76,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '4', '2', '3', '1']","[0, 0, 71, 8, 34]","['Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '', '']"
25_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,37959800,0.12,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '2', '1', '4']","[211, 0, 91, 36, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
26_06_sparse_code.cha,0,0,0,0,28063700,0,29536290,0,0,0,0,0.0,57599990,8.2,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
26_07_sparse_code.cha,0,0,0,0,23118620,0,34481370,0,0,0,0,0.0,57599990,9.58,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
26_08_sparse_code.cha,14400000,1253140,1,4,14725200,1,734100,1,384360,1499960,428120,0.0,57599990,8.53,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '1', '2', '3', '4']","[41, 38, 35, 35, 34]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
26_09_sparse_code.cha,14400000,0,0,4,13878270,0,521730,0,0,0,0,0.0,57599990,9.25,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['5', '3', '4', '1', '2']","[0, 72, 42, 44, 10]","['Subregion removed for not having any annotations', '', '', '', '']"
26_10_sparse_code.cha,14400000,2222030,1,4,14600690,0,218720,0,0,2641440,0,0.0,57599990,7.89,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '1', '2', '4', '5']","[73, 38, 24, 68, 5]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
26_11_sparse_code.cha,14400000,0,1,4,13797100,0,1395530,0,0,792630,0,0.0,57599990,6.08,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['5', '2', '4', '1', '3']","[5, 31, 67, 69, 85]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
26_12_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,57599990,7.55,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '3', '4', '1', '5']","[48, 32, 10, 30, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
26_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,57599990,6.61,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '1', '2', '4']","[76, 0, 68, 101, 77]","['', 'Subregion removed for not having any annotations', '', '', '']"
26_14_sparse_code.cha,10800000,0,0,3,9710580,0,1089420,0,0,0,0,0.0,57599990,7.19,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '1', '2', '3', '4']","[0, 38, 46, 73, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
26_15_sparse_code.cha,10800000,0,1,3,10605000,0,1509930,0,0,1314930,0,0.0,57599990,7.19,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['5', '4', '1', '2', '3']","[0, 38, 90, 47, 17]","['Subregion removed for not having any annotations', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
26_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,57599990,7.49,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['2', '1', '5', '3', '4']","[118, 95, 0, 62, 0]","['', '', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations']"
26_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,57599990,6.99,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '3', '2', '1', '5']","[0, 57, 125, 90, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
27_06_sparse_code.cha,0,12758910,0,0,23294970,0,21546110,0,0,0,0,0.0,57599990,5.99,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
27_07_sparse_code.cha,0,449680,0,0,39260590,0,17889720,0,0,0,0,0.0,57599990,4.97,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
27_08_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,57599990,7.25,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '4', '2', '5', '3']","[161, 96, 52, 0, 93]","['', '', '', 'Subregion removed for not having any annotations', '']"
27_09_sparse_code.cha,14400000,0,1,4,14394910,0,996500,0,0,991410,0,0.0,57599990,6.53,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '3', '1', '5', '2']","[74, 21, 120, 42, 77]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
27_10_sparse_code.cha,14400000,777680,1,4,14399430,0,694350,0,0,777110,0,0.19,57599990,5.36,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '3', '1', '5', '2']","[111, 78, 33, 29, 221]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
27_11_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,57599990,6.06,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '2', '4', '3', '1']","[0, 150, 44, 25, 143]","['Subregion removed for not having any annotations', '', '', '', '']"
27_12_sparse_code.cha,14400000,733260,1,4,14400910,0,687530,0,0,734170,0,0.19,57599990,5.61,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '3', '2', '1', '5']","[110, 207, 105, 131, 8]","['', '', '', '', 'Subregion removed for having a nested makeup or surplus region']"
27_13_sparse_code.cha,14400000,0,1,4,14400020,0,389690,0,0,389710,0,0.0,57599990,5.84,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '5', '2', '3', '4']","[236, 25, 184, 179, 161]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
27_14_sparse_code.cha,10800000,0,0,3,10319080,0,480920,0,0,0,0,0.0,57599990,6.54,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 1', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '1', '3', '4', '5']","[593, 153, 212, 0, 0]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations']"
27_15_sparse_code.cha,10800000,0,0,3,10670380,0,129620,0,0,0,0,0.0,57599990,4.17,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '1', '2', '5', '3']","[0, 173, 182, 0, 77]","['Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations', '']"
27_16_sparse_code.cha,10800000,599700,1,3,10557380,0,845550,0,0,602930,0,0.17,57599990,5.14,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['4', '5', '2', '1', '3']","[48, 0, 205, 226, 125]","['Subregion removed for having a nested makeup or surplus region', 'Subregion removed for not having any annotations', '', '', '']"
27_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,57599990,7.06,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '5', '3', '2', '1']","[0, 0, 223, 144, 278]","['Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '', '']"
28_06_sparse_code.cha,0,0,0,0,27753220,0,15766460,0,0,0,0,0.0,43519680,4.38,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
28_07_sparse_code.cha,0,0,0,0,32925840,0,10987710,0,0,0,0,0.0,43913550,3.05,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
28_08_sparse_code.cha,14400000,0,1,4,14488090,0,928960,0,0,1017050,0,0.0,40686990,2.02,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '5', '4', '2', '3']","[115, 2, 34, 169, 55]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
28_09_sparse_code.cha,14400000,1079700,1,4,14443470,0,0,0,0,1123170,0,0.0,50720610,4.73,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '3', '4', '1']","[91, 19, 72, 49, 65]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
28_10_sparse_code.cha,14400000,1143370,1,4,14294270,0,159270,0,0,1196910,0,0.0,47159110,4.27,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '4', '5', '3', '1']","[88, 104, 18, 31, 61]","['', '', 'Subregion removed for having a nested makeup or surplus region', '', '']"
28_11_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,38447740,1.88,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '1', '2', '4']","[44, 0, 31, 88, 76]","['', 'Subregion removed for not having any annotations', '', '', '']"
28_12_sparse_code.cha,14400000,0,0,4,14008620,0,391380,0,0,0,0,0.0,44743050,5.89,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 1', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '1', '4', '5', '2']","[96, 76, 23, 0, 162]","['', '', '', 'Subregion removed for not having any annotations', '']"
28_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,39900000,4.35,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']","[131, 0, 47, 74, 30]","['', 'Subregion removed for not having any annotations', '', '', '']"
28_14_sparse_code.cha,10800000,0,0,3,10564310,0,235690,0,0,0,0,0.0,37234740,4.49,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 5', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['3', '4', '1', '5', '2']","[63, 0, 391, 0, 93]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
28_15_sparse_code.cha,10800000,0,0,3,10794210,0,5790,0,0,0,0,0.0,34082430,2.3,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['5', '2', '4', '3', '1']","[0, 148, 0, 49, 84]","['Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '', '']"
28_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,39999680,2.59,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 3', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '3', '4', '5', '1']","[103, 81, 0, 0, 191]","['', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '']"
28_17_sparse_code.cha,10800000,0,0,3,10678010,0,121990,0,0,0,0,0.0,58200000,7.24,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 3', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '4', '3', '1', '5']","[44, 0, 54, 77, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
29_06_sparse_code.cha,0,0,0,0,43373310,0,7311620,0,0,0,0,0.0,50684930,2.03,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
29_07_sparse_code.cha,0,0,0,0,42275230,0,5288820,0,0,0,0,0.0,47564050,1.47,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
29_08_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,56723550,0.62,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 5', 'Position: 4, Rank: 3', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['4', '1', '5', '3', '2']","[163, 193, 0, 141, 173]","['', '', 'Subregion removed for not having any annotations', '', '']"
29_09_sparse_code.cha,14400000,258780,0,4,14141220,0,0,0,0,0,0,0.0,43514930,1.99,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 1', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['3', '5', '1', '2', '4']","[78, 0, 71, 97, 59]","['', 'Subregion removed for not having any annotations', '', '', '']"
29_10_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,46825800,1.88,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 3', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['4', '3', '2', '5', '1']","[78, 89, 58, 0, 92]","['', '', '', 'Subregion removed for not having any annotations', '']"
29_11_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,36951110,0.77,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 4', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['2', '4', '1', '3', '5']","[154, 65, 110, 229, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
29_12_sparse_code.cha,14399990,0,0,4,14399990,0,0,0,0,0,0,0.0,45113990,1.2,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '1', '2', '3', '5']","[150, 184, 135, 71, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
29_13_sparse_code.cha,14400000,0,0,4,14400000,0,0,0,0,0,0,0.0,41400000,2.17,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 3']","['1', '2', '3', '4', '5']","['1', '2', '4', '5', '3']","[113, 145, 138, 0, 103]","['', '', '', 'Subregion removed for not having any annotations', '']"
29_14_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,35808990,2.34,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 3', 'Position: 3, Rank: 5', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['1', '3', '5', '4', '2']","[83, 71, 0, 0, 164]","['', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '']"
29_15_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,41636300,1.76,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 5', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['3', '4', '2', '5', '1']","[170, 0, 144, 0, 114]","['', 'Subregion removed for not having any annotations', '', 'Subregion removed for not having any annotations', '']"
29_16_sparse_code.cha,10800000,0,0,3,10680310,0,119690,0,0,0,0,0.0,44400000,3.07,5.0,5,"['Position: 1, Rank: 4', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['4', '2', '1', '3', '5']","[0, 98, 89, 203, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
29_17_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,38613050,1.08,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 4', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['1', '2', '3', '4', '5']","[206, 122, 131, 0, 0]","['', '', '', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations']"
30_06_sparse_code.cha,0,156920,0,0,44293540,0,13149530,0,0,0,0,0.0,57599990,3.65,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
30_07_sparse_code.cha,0,5411790,0,0,40400700,0,11787500,0,0,0,0,0.0,57599990,3.27,0.0,0,[],[],[],"[0, 0, 0, 0, 0]","['', '', '', '', '']"
30_08_sparse_code.cha,14399999,0,0,4,14399999,0,0,0,0,0,0,0.0,57599990,7.9,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 2', 'Position: 3, Rank: 4', 'Position: 4, Rank: 5', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['3', '2', '4', '5', '1']","[107, 147, 139, 0, 194]","['', '', '', 'Subregion removed for not having any annotations', '']"
30_09_sparse_code.cha,14399999,656180,1,4,14376419,0,1652470,0,0,2285070,0,0.0,57599990,4.8,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 2', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['3', '5', '4', '2', '1']","[109, 81, 68, 66, 94]","['', 'Subregion removed for having a nested makeup or surplus region', '', '', '']"
30_10_sparse_code.cha,14400000,0,0,4,14375210,0,24790,0,0,0,0,0.0,57599990,7.55,5.0,5,"['Position: 1, Rank: 3', 'Position: 2, Rank: 4', 'Position: 3, Rank: 2', 'Position: 4, Rank: 1', 'Position: 5, Rank: 5']","['1', '2', '3', '4', '5']","['3', '4', '2', '1', '5']","[220, 97, 106, 129, 0]","['', '', '', '', 'Subregion removed for not having any annotations']"
30_11_sparse_code.cha,14400000,695980,2,4,14541590,1,1459080,0,0,1796830,499820,0.0,57599990,6.48,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 3', 'Position: 3, Rank: 1', 'Position: 4, Rank: 4', 'Position: 5, Rank: 2']","['1', '2', '3', '4', '5']","['5', '3', '1', '4', '2']","[13, 96, 112, 106, 20]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
30_12_sparse_code.cha,14399000,679070,1,4,14738520,0,1378210,0,0,2396800,0,0.0,57599990,3.45,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 2', 'Position: 3, Rank: 3', 'Position: 4, Rank: 5', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '2', '3', '5', '4']","[124, 119, 64, 55, 193]","['', '', '', 'Subregion removed for having a nested makeup or surplus region', '']"
30_13_sparse_code.cha,14400000,0,1,4,14400340,0,478150,0,0,478490,0,0.0,57599990,9.86,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 2', 'Position: 3, Rank: 1', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '2', '1', '3', '4']","[48, 71, 60, 150, 133]","['Subregion removed for having a nested makeup or surplus region', '', '', '', '']"
30_14_sparse_code.cha,10800000,0,0,3,10716370,0,83630,0,0,0,0,0.0,57599990,6.78,5.0,5,"['Position: 1, Rank: 5', 'Position: 2, Rank: 1', 'Position: 3, Rank: 2', 'Position: 4, Rank: 3', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['5', '1', '2', '3', '4']","[0, 266, 106, 137, 0]","['Subregion removed for not having any annotations', '', '', '', 'Subregion removed for not having any annotations']"
30_15_sparse_code.cha,10800000,0,0,3,9876270,0,923730,0,0,0,0,0.0,57599990,7.16,5.0,5,"['Position: 1, Rank: 2', 'Position: 2, Rank: 5', 'Position: 3, Rank: 4', 'Position: 4, Rank: 3', 'Position: 5, Rank: 1']","['1', '2', '3', '4', '5']","['2', '5', '4', '3', '1']","[108, 0, 0, 95, 169]","['', 'Subregion removed for not having any annotations', 'Subregion removed for not having any annotations', '', '']"
30_16_sparse_code.cha,10800000,0,0,3,10800000,0,0,0,0,0,0,0.0,57599990,3.29,5.0,5,"['Position: 1, Rank: 1', 'Position: 2, Rank: 5', 'Position: 3, Rank: 3', 'Position: 4, Rank: 2', 'Position: 5, Rank: 4']","['1', '2', '3', '4', '5']","['1', '5', '3', '2', '4']","[252, 0, 92, 191, 0]","['', 'Subregion removed for not having any annotations', '', '', 'Subregion removed for not having any annotations']"
